name,zone,P. Mass Class,atmosphere,habitable,radius,S. Constellation,distance,P. Disc. Method,P. Disc. Year
Kepler-752 b,Hot,Neptunian,metals-rich,non-habitable,2.81,Cyg,1075,Transit,2016
Kepler-1065 b,Hot,Neptunian,metals-rich,non-habitable,3.73,Cyg,1078,Transit,2016
Kepler-1065 c,Hot,Superterran,metals-rich,non-habitable,1.6,Cyg,1078,Transit,2016
Kepler-1236 b,Hot,Superterran,metals-rich,non-habitable,2.14,Cyg,1078,Transit,2016
Kepler-1004 b,Hot,Jovian,metals-rich,non-habitable,6.27,Cyg,1080,Transit,2016
Kepler-1165 b,Hot,Terran,metals-rich,non-habitable,1.55,Lyr,1081,Transit,2016
Kepler-1257 b,Hot,Terran,metals-rich,non-habitable,1.52,Cyg,1081,Transit,2016
Kepler-596 b,Hot,Neptunian,metals-rich,non-habitable,3.46,Cyg,1083,Transit,2016
Kepler-1635 b,Warm,Neptunian,metals-rich,non-habitable,3.64,Lyr,1084,Transit,2016
Kepler-798 b,Hot,Superterran,metals-rich,non-habitable,2.39,Cyg,1085,Transit,2016
Kepler-894 b,Hot,Neptunian,metals-rich,non-habitable,2.78,Cyg,1090,Transit,2016
Kepler-1281 b,Hot,Superterran,metals-rich,non-habitable,1.64,Cyg,1090,Transit,2016
Kepler-1591 b,Hot,Terran,metals-rich,non-habitable,1.27,Cyg,1090,Transit,2016
Kepler-697 b,Hot,Neptunian,metals-rich,non-habitable,4.12,Lyr,1091,Transit,2016
Kepler-1247 b,Hot,Superterran,metals-rich,non-habitable,2.33,Cyg,1094,Transit,2016
Kepler-1487 b,Hot,Superterran,metals-rich,non-habitable,2.13,Cyg,1094,Transit,2016
Kepler-1484 b,Hot,Superterran,metals-rich,non-habitable,2.11,Cyg,1095,Transit,2016
Kepler-996 b,Hot,Superterran,metals-rich,non-habitable,1.98,Lyr,1098,Transit,2016
Kepler-1077 b,Hot,Neptunian,metals-rich,non-habitable,2.77,Lyr,1098,Transit,2016
Kepler-1594 b,Hot,Terran,no-atmosphere,non-habitable,1.06,Cyg,1100,Transit,2016
KOI-192 b,Hot,Jovian,metals-rich,non-habitable,13.78,Lyr,1100,Primary Transit,2014
Kepler-1138 b,Hot,Superterran,metals-rich,non-habitable,1.7,Dra,1101,Transit,2016
Kepler-941 b,Hot,Neptunian,metals-rich,non-habitable,3.08,Cyg,1105,Transit,2016
Kepler-66 b,Hot,Neptunian,metals-rich,non-habitable,2.8,Cyg,1107,Primary Transit,2013
Kepler-67 b,Hot,Neptunian,metals-rich,non-habitable,2.91,Cyg,1107,Primary Transit,2013
Kepler-1534 b,Hot,Superterran,metals-rich,non-habitable,1.89,Cyg,1107,Transit,2016
Kepler-1192 b,Hot,Superterran,metals-rich,non-habitable,2.36,Lyr,1108,Transit,2016
Kepler-1131 b,Hot,Superterran,metals-rich,non-habitable,1.59,Cyg,1109,Transit,2016
Kepler-619 b,Hot,Neptunian,metals-rich,non-habitable,3.16,Cyg,1111,Transit,2016
Kepler-619 c,Hot,Superterran,metals-rich,non-habitable,1.69,Cyg,1111,Transit,2016
Kepler-1186 b,Hot,Superterran,metals-rich,non-habitable,2.23,Cyg,1112,Transit,2016
Kepler-1373 b,Hot,Terran,no-atmosphere,non-habitable,1.15,Lyr,1112,Transit,2016
Kepler-610 b,Hot,Neptunian,metals-rich,non-habitable,4.19,Cyg,1113,Transit,2016
Kepler-610 c,Hot,Neptunian,metals-rich,non-habitable,3.29,Cyg,1113,Transit,2016
Kepler-872 b,Hot,Superterran,metals-rich,non-habitable,1.99,Cyg,1114,Transit,2016
Kepler-1543 b,Hot,Neptunian,no-atmosphere,non-habitable,2.71,Cyg,1114,Transit,2016
Kepler-618 b,Hot,Neptunian,no-atmosphere,non-habitable,2.6,Dra,1115,Transit,2016
Kepler-1392 b,Hot,Superterran,metals-rich,non-habitable,1.96,Cyg,1117,Transit,2016
Kepler-1294 b,Hot,Neptunian,metals-rich,non-habitable,3.19,Cyg,1120,Transit,2016
Kepler-1237 b,Hot,Neptunian,metals-rich,non-habitable,2.86,Cyg,1121,Transit,2016
Kepler-830 b,Hot,Superterran,metals-rich,non-habitable,1.7,Cyg,1122,Transit,2016
Kepler-1497 b,Hot,Superterran,metals-rich,non-habitable,1.66,Cyg,1122,Transit,2016
Kepler-1346 b,Hot,Superterran,metals-rich,non-habitable,1.58,Cyg,1123,Transit,2016
Kepler-1216 b,Hot,Terran,metals-rich,non-habitable,1.39,Lyr,1124,Transit,2016
Kepler-557 b,Hot,Neptunian,no-atmosphere,non-habitable,2.67,Cyg,1126,Transit,2016
Kepler-717 b,Hot,Superterran,metals-rich,non-habitable,2.42,Cyg,1126,Transit,2016
Kepler-1282 b,Hot,Terran,metals-rich,non-habitable,1.55,Cyg,1126,Transit,2016
Kepler-1113 b,Hot,Neptunian,metals-rich,non-habitable,2.81,Lyr,1127,Transit,2016
Kepler-739 b,Hot,Neptunian,metals-rich,non-habitable,3.32,Cyg,1128,Transit,2016
Kepler-1306 b,Hot,Superterran,metals-rich,non-habitable,1.9,Cyg,1130,Transit,2016
Kepler-1468 b,Hot,Superterran,metals-rich,non-habitable,1.72,Cyg,1130,Transit,2016
Kepler-1468 c,Hot,Terran,no-atmosphere,non-habitable,1.15,Cyg,1130,Transit,2016
Kepler-698 b,Hot,Neptunian,metals-rich,non-habitable,3.67,Lyr,1135,Transit,2016
Kepler-1374 b,Hot,Superterran,metals-rich,non-habitable,2.28,Cyg,1135,Transit,2016
Kepler-671 b,Hot,Neptunian,no-atmosphere,non-habitable,2.69,Cyg,1139,Transit,2016
Kepler-75 b,Hot,Jovian,hydrogen-rich,non-habitable,11.54,Lyr,1140,Primary Transit,2013
Kepler-1518 b,Hot,Neptunian,no-atmosphere,non-habitable,3.05,Cyg,1140,Transit,2016
Kepler-1111 b,Hot,Superterran,metals-rich,non-habitable,1.99,Cyg,1142,Transit,2016
Kepler-1436 b,Hot,Terran,metals-rich,non-habitable,1.31,Cyg,1142,Transit,2016
Kepler-609 b,Hot,Neptunian,metals-rich,non-habitable,3.35,Cyg,1143,Transit,2016
Kepler-627 b,Hot,Neptunian,metals-rich,non-habitable,3.73,Cyg,1143,Transit,2016
Kepler-685 b,Hot,Jovian,hydrogen-rich,non-habitable,10.57,Cyg,1145,Transit,2016
Kepler-863 b,Hot,Neptunian,metals-rich,non-habitable,2.9,Cyg,1145,Transit,2016
Kepler-897 b,Hot,Superterran,metals-rich,non-habitable,2.39,Cyg,1147,Transit,2016
Kepler-1364 b,Hot,Superterran,metals-rich,non-habitable,2.15,Cyg,1149,Transit,2016
CoRoT-12 b,Hot,Jovian,metals-rich,non-habitable,16.13,Mon,1150,Primary Transit,2010
Kepler-1286 b,Hot,Superterran,metals-rich,non-habitable,2.15,Lyr,1150,Transit,2016
Kepler-1548 b,Hot,Neptunian,metals-rich,non-habitable,2.64,Lyr,1150,Transit,2016
Kepler-904 b,Hot,Superterran,metals-rich,non-habitable,1.77,Lyr,1151,Transit,2016
Kepler-1262 b,Hot,Superterran,metals-rich,non-habitable,1.81,Lyr,1153,Transit,2016
Kepler-1210 b,Hot,Superterran,metals-rich,non-habitable,1.7,Cyg,1155,Transit,2016
Kepler-1429 b,Hot,Terran,no-atmosphere,non-habitable,1.29,Dra,1156,Transit,2016
Kepler-488 b,Hot,Jovian,,non-habitable,15.78,Dra,1157,Transit,2016
Kepler-1451 b,Hot,Neptunian,metals-rich,non-habitable,3.35,Cyg,1159,Transit,2016
Kepler-1372 b,Hot,Terran,no-atmosphere,non-habitable,1.27,Cyg,1161,Transit,2016
Kepler-1413 b,Hot,Superterran,metals-rich,non-habitable,1.81,Cyg,1162,Transit,2016
Kepler-1128 b,Hot,Neptunian,metals-rich,non-habitable,3.65,Cyg,1163,Transit,2016
Kepler-1345 b,Hot,Superterran,metals-rich,non-habitable,2.36,Cyg,1164,Transit,2016
Kepler-1596 b,Hot,Superterran,metals-rich,non-habitable,1.9,Dra,1166,Transit,2016
Kepler-952 b,Hot,Jovian,hydrogen-rich,non-habitable,7.64,Lyr,1167,Transit,2016
Kepler-1106 b,Hot,Superterran,metals-rich,non-habitable,1.65,Cyg,1168,Transit,2016
Kepler-1639 b,Hot,Neptunian,no-atmosphere,non-habitable,2.58,Dra,1168,Transit,2016
Kepler-1575 b,Hot,Terran,no-atmosphere,non-habitable,1.31,Cyg,1170,Transit,2016
Kepler-485 b,Hot,Jovian,,non-habitable,14.4,Cyg,1173,Transit,2016
Kepler-856 b,Hot,Jovian,hydrogen-rich,non-habitable,9.3,Cyg,1175,Transit,2016
Kepler-70  b,Hot,Subterran,no-atmosphere,non-habitable,0.76,Cyg,1180,Imaging,2011
Kepler-70 c,Hot,Terran,no-atmosphere,non-habitable,0.87,Cyg,1180,Imaging,2011
Kepler-677 b,Hot,Neptunian,metals-rich,non-habitable,5.38,Cyg,1180,Transit,2016
Kepler-1573 b,Hot,Terran,no-atmosphere,non-habitable,1.2,Cyg,1180,Transit,2016
Kepler-750 b,Hot,Neptunian,metals-rich,non-habitable,3.07,Cyg,1181,Transit,2016
Kepler-750 c,Hot,Superterran,metals-rich,non-habitable,1.62,Cyg,1181,Transit,2016
Kepler-1437 b,Hot,Terran,metals-rich,non-habitable,1.37,Cyg,1182,Transit,2016
Kepler-767 b,Hot,Jovian,hydrogen-rich,non-habitable,6.63,Lyr,1185,Transit,2016
Kepler-1153 b,Hot,Superterran,metals-rich,non-habitable,1.72,Cyg,1185,Transit,2016
Kepler-947 b,Hot,Superterran,metals-rich,non-habitable,2.27,Cyg,1188,Transit,2016
Kepler-774 b,Hot,Neptunian,metals-rich,non-habitable,3.17,Lyr,1190,Transit,2016
Kepler-1631 b,Hot,Terran,metals-rich,non-habitable,1.34,Cyg,1190,Transit,2016
Kepler-754 b,Hot,Superterran,metals-rich,non-habitable,2,Cyg,1192,Transit,2016
Kepler-1184 b,Hot,Neptunian,metals-rich,non-habitable,2.68,Cyg,1193,Transit,2016
Kepler-745 b,Hot,Superterran,metals-rich,non-habitable,2.16,Lyr,1199,Transit,2016
Kepler-815 b,Hot,Neptunian,metals-rich,non-habitable,4.11,Dra,1199,Transit,2016
Kepler-39 b,Hot,Jovian,hydrogen-rich,non-habitable,13.66,Cyg,1200,Primary Transit,2011
PSR 1719-14 b,Hot,Neptunian,hydrogen-rich,non-habitable,4.48,Ser,1200,Pulsar,2011
Kepler-1188 b,Hot,Superterran,metals-rich,non-habitable,2.08,Lyr,1202,Transit,2016
Kepler-1201 b,Hot,Superterran,metals-rich,non-habitable,2.28,Cyg,1202,Transit,2016
Kepler-1550 b,Hot,Neptunian,metals-rich,non-habitable,3.01,Lyr,1202,Transit,2016
Kepler-686 b,Hot,Jovian,,non-habitable,12.14,Lyr,1203,Transit,2016
Kepler-1270 b,Hot,Neptunian,no-atmosphere,non-habitable,3.32,Dra,1204,Transit,2016
Kepler-792 b,Hot,Superterran,metals-rich,non-habitable,1.96,Lyr,1205,Transit,2016
Kepler-606 b,Hot,Neptunian,metals-rich,non-habitable,3.3,Cyg,1208,Transit,2016
Kepler-1099 b,Hot,Neptunian,no-atmosphere,non-habitable,2.82,Cyg,1209,Transit,2016
Kepler-1380 b,Hot,Terran,metals-rich,non-habitable,1.43,Lyr,1209,Transit,2016
Kepler-838 b,Hot,Neptunian,metals-rich,non-habitable,2.73,Lyr,1210,Transit,2016
Kepler-1426 b,Hot,Superterran,metals-rich,non-habitable,1.56,Cyg,1211,Transit,2016
Kepler-1625 b,Warm,Jovian,hydrogen-rich,non-habitable,6.06,Cyg,1213,Transit,2016
Kepler-715 b,Hot,Neptunian,metals-rich,non-habitable,3.75,Lyr,1214,Transit,2016
Kepler-1474 b,Hot,Superterran,metals-rich,non-habitable,2.16,Cyg,1214,Transit,2016
Kepler-1078 b,Hot,Superterran,metals-rich,non-habitable,1.9,Cyg,1215,Transit,2016
Kepler-893 b,Hot,Neptunian,metals-rich,non-habitable,3.02,Lyr,1216,Transit,2016
Kepler-1322 b,Hot,Superterran,metals-rich,non-habitable,1.61,Cyg,1217,Transit,2016
Kepler-1476 b,Hot,Superterran,metals-rich,non-habitable,1.67,Lyr,1218,Transit,2016
Kepler-919 b,Hot,Superterran,metals-rich,non-habitable,2.25,Cyg,1219,Transit,2016
Kepler-1427 b,Hot,Terran,no-atmosphere,non-habitable,1.1,Cyg,1220,Transit,2016
Kepler-1567 b,Hot,Neptunian,metals-rich,non-habitable,2.73,Lyr,1226,Transit,2016
CoRoT-20 b,Hot,Jovian,hydrogen-rich,non-habitable,9.41,Mon,1230,Primary Transit,2011
Kepler-870 b,Hot,Neptunian,metals-rich,non-habitable,2.78,Cyg,1231,Transit,2016
Kepler-846 b,Hot,Superterran,metals-rich,non-habitable,2.48,Dra,1233,Transit,2016
Kepler-728 b,Hot,Neptunian,metals-rich,non-habitable,3.34,Cyg,1236,Transit,2016
Kepler-1369 b,Hot,Neptunian,metals-rich,non-habitable,2.69,Lyr,1236,Transit,2016
Kepler-1396 b,Hot,Superterran,metals-rich,non-habitable,2.07,Cyg,1236,Transit,2016
Kepler-1159 b,Hot,Superterran,metals-rich,non-habitable,2.36,Cyg,1238,Transit,2016
Kepler-1375 b,Hot,Superterran,metals-rich,non-habitable,1.74,Cyg,1238,Transit,2016
Kepler-1618 b,Hot,Terran,no-atmosphere,non-habitable,1.25,Cyg,1238,Transit,2016
Kepler-943 b,Hot,Neptunian,metals-rich,non-habitable,5.92,Lyr,1239,Transit,2016
Kepler-1016 b,Hot,Superterran,metals-rich,non-habitable,2.17,Cyg,1239,Transit,2016
Kepler-1016 c,Hot,Neptunian,metals-rich,non-habitable,3.67,Cyg,1239,Transit,2016
Kepler-434 b,Hot,Jovian,hydrogen-rich,non-habitable,12.66,Cyg,1240,Primary Transit,2015
Kepler-620 b,Hot,Neptunian,metals-rich,non-habitable,3.32,Cyg,1241,Transit,2016
Kepler-708 b,Hot,Neptunian,no-atmosphere,non-habitable,2.92,Cyg,1241,Transit,2016
Kepler-1225 b,Hot,Superterran,metals-rich,non-habitable,1.81,Lyr,1241,Transit,2016
Kepler-1401 b,Hot,Superterran,metals-rich,non-habitable,1.68,Lyr,1242,Transit,2016
Kepler-657 b,Hot,Neptunian,metals-rich,non-habitable,3.52,Cyg,1244,Transit,2016
Kepler-875 b,Hot,Neptunian,metals-rich,non-habitable,2.9,Cyg,1244,Transit,2016
Kepler-1175 b,Hot,Neptunian,metals-rich,non-habitable,2.99,Cyg,1244,Transit,2016
Kepler-918 b,Hot,Superterran,metals-rich,non-habitable,1.74,Cyg,1245,Transit,2016
Kepler-688 b,Hot,Jovian,hydrogen-rich,non-habitable,9.76,Cyg,1247,Transit,2016
Kepler-843 b,Hot,Neptunian,no-atmosphere,non-habitable,2.59,Cyg,1247,Transit,2016
Kepler-490 b,Hot,Jovian,hydrogen-rich,non-habitable,11.64,Cyg,1249,Transit,2016
OGLE-2014-BLG-0257L b,Cold,Jovian,hydrogen-rich,non-habitable,9.96,Sgr,1250,Microlensing,2016
Kepler-1469 b,Hot,Neptunian,metals-rich,non-habitable,2.8,Cyg,1255,Transit,2016
Kepler-1597 b,Hot,Terran,no-atmosphere,non-habitable,1.06,Lyr,1255,Transit,2016
Kepler-1399 b,Hot,Terran,no-atmosphere,non-habitable,1.25,Cyg,1256,Transit,2016
Kepler-1295 b,Hot,Terran,metals-rich,non-habitable,1.55,Cyg,1257,Transit,2016
Kepler-1129 b,Hot,Neptunian,metals-rich,non-habitable,2.96,Lyr,1258,Transit,2016
Kepler-1129 c,Hot,Neptunian,metals-rich,non-habitable,2.73,Lyr,1258,Transit,2016
Kepler-1158 b,Hot,Superterran,metals-rich,non-habitable,2.34,Cyg,1258,Transit,2016
Kepler-1182 b,Hot,Superterran,metals-rich,non-habitable,2.41,Cyg,1258,Transit,2016
Kepler-740 b,Hot,Neptunian,metals-rich,non-habitable,4.57,Lyr,1262,Transit,2016
Kepler-912 b,Hot,Neptunian,no-atmosphere,non-habitable,2.8,Cyg,1265,Transit,2016
Kepler-868 b,Hot,Superterran,metals-rich,non-habitable,2.05,Lyr,1269,Transit,2016
Kepler-1472 b,Hot,Superterran,metals-rich,non-habitable,1.9,Cyg,1269,Transit,2016
Kepler-1585 b,Hot,Superterran,metals-rich,non-habitable,1.79,Cyg,1269,Transit,2016
Kepler-1431 b,Hot,Terran,metals-rich,non-habitable,1.47,Cyg,1270,Transit,2016
Kepler-729 b,Hot,Neptunian,metals-rich,non-habitable,3.57,Lyr,1271,Transit,2016
Kepler-748 b,Hot,Superterran,no-atmosphere,non-habitable,2.52,Cyg,1271,Transit,2016
Kepler-1407 b,Hot,Superterran,metals-rich,non-habitable,2.25,Lyr,1275,Transit,2016
Kepler-1574 b,Hot,Terran,metals-rich,non-habitable,1.29,Cyg,1275,Transit,2016
Kepler-1509 b,Hot,Superterran,metals-rich,non-habitable,1.85,Lyr,1277,Transit,2016
Kepler-1275 b,Hot,Terran,metals-rich,non-habitable,1.48,Cyg,1280,Transit,2016
PSR J2051-0827 b,Hot,Jovian,hydrogen-rich,non-habitable,10.4,Aqr,1280,Pulsar,1996
Kepler-1233 b,Hot,Neptunian,metals-rich,non-habitable,2.6,Cyg,1281,Transit,2016
Kepler-1204 b,Hot,Neptunian,metals-rich,non-habitable,3.05,Lyr,1282,Transit,2016
Kepler-1180 b,Hot,Superterran,metals-rich,non-habitable,1.99,Cyg,1284,Transit,2016
Kepler-1453 b,Hot,Neptunian,metals-rich,non-habitable,2.67,Dra,1284,Transit,2016
Kepler-696 b,Hot,Jovian,metals-rich,non-habitable,6.14,Cyg,1285,Transit,2016
Kepler-1119 b,Hot,Superterran,metals-rich,non-habitable,1.92,Cyg,1288,Transit,2016
Kepler-1538 b,Hot,Neptunian,metals-rich,non-habitable,2.82,Lyr,1291,Transit,2016
Kepler-1172 b,Hot,Neptunian,metals-rich,non-habitable,3.19,Lyr,1292,Transit,2016
Kepler-1160 b,Hot,Superterran,metals-rich,non-habitable,2.14,Lyr,1293,Transit,2016
Kepler-1496 b,Hot,Superterran,metals-rich,non-habitable,2.22,Cyg,1293,Transit,2016
Kepler-860 b,Hot,Neptunian,metals-rich,non-habitable,3.24,Cyg,1295,Transit,2016
OGLE-2012-BLG-0563L b,Cold,Jovian,hydrogen-rich,non-habitable,8.28,Sgr,1300,Microlensing,2015
Kepler-972 b,Hot,Neptunian,metals-rich,non-habitable,4.65,Cyg,1304,Transit,2016
Kepler-1212 b,Hot,Superterran,metals-rich,non-habitable,2.14,Cyg,1304,Transit,2016
Kepler-1381 b,Hot,Superterran,metals-rich,non-habitable,2.25,Cyg,1306,Transit,2016
Kepler-1343 b,Hot,Superterran,metals-rich,non-habitable,1.93,Cyg,1307,Transit,2016
Kepler-1495 b,Hot,Neptunian,metals-rich,non-habitable,2.93,Lyr,1307,Transit,2016
CoRoT-13 b,Hot,Jovian,hydrogen-rich,non-habitable,9.91,Mon,1310,Primary Transit,2010
Kepler-731 b,Hot,Jovian,,non-habitable,13.87,Cyg,1311,Transit,2016
Kepler-807 b,Hot,Jovian,hydrogen-rich,non-habitable,10.42,Cyg,1312,Transit,2016
Kepler-1491 b,Hot,Terran,metals-rich,non-habitable,1.51,Cyg,1312,Transit,2016
Kepler-1562 b,Hot,Neptunian,metals-rich,non-habitable,3.55,Cyg,1315,Transit,2016
Kepler-940 b,Hot,Neptunian,metals-rich,non-habitable,3.34,Cyg,1317,Transit,2016
Kepler-1506 b,Hot,Terran,metals-rich,non-habitable,1.32,Lyr,1318,Transit,2016
Kepler-1290 b,Hot,Terran,metals-rich,non-habitable,1.42,Cyg,1321,Transit,2016
Kepler-1449 b,Hot,Superterran,metals-rich,non-habitable,1.68,Cyg,1321,Transit,2016
Kepler-1584 b,Hot,Superterran,metals-rich,non-habitable,1.61,Lyr,1325,Transit,2016
Kepler-814 b,Hot,Superterran,metals-rich,non-habitable,2.12,Dra,1327,Transit,2016
Kepler-1483 b,Hot,Terran,metals-rich,non-habitable,1.52,Cyg,1327,Transit,2016
Kepler-1433 b,Hot,Superterran,metals-rich,non-habitable,1.56,Cyg,1328,Transit,2016
Kepler-8 b,Hot,Jovian,metals-rich,non-habitable,15.89,Lyr,1330,Primary Transit,2010
Kepler-74 b,Hot,Jovian,metals-rich,non-habitable,14.78,Cyg,1330,Primary Transit,2012
Kepler-666 b,Hot,Superterran,metals-rich,non-habitable,2.4,Cyg,1330,Transit,2016
CoRoT-14 b,Hot,Jovian,hydrogen-rich,non-habitable,12.21,Mon,1340,Primary Transit,2010
Kepler-1463 b,Hot,Superterran,metals-rich,non-habitable,1.86,Cyg,1341,Transit,2016
Kepler-680 b,Hot,Superterran,metals-rich,non-habitable,2.42,Cyg,1342,Transit,2016
Kepler-1305 b,Hot,Superterran,metals-rich,non-habitable,1.88,Cyg,1343,Transit,2016
Kepler-1255 b,Hot,Superterran,metals-rich,non-habitable,2.32,Cyg,1344,Transit,2016
Kepler-832 b,Hot,Superterran,metals-rich,non-habitable,2.06,Cyg,1346,Transit,2016
Kepler-1592 b,Hot,Terran,metals-rich,non-habitable,1.53,Cyg,1349,Transit,2016
Kepler-824 b,Hot,Superterran,metals-rich,non-habitable,1.87,Lyr,1352,Transit,2016
Kepler-827 b,Hot,Neptunian,metals-rich,non-habitable,5.62,Cyg,1352,Transit,2016
Kepler-1299 b,Hot,Neptunian,metals-rich,non-habitable,2.98,Lyr,1352,Transit,2016
Kepler-758 b,Hot,Superterran,metals-rich,non-habitable,2.48,Cyg,1353,Transit,2016
Kepler-758 c,Hot,Superterran,metals-rich,non-habitable,1.69,Cyg,1353,Transit,2016
Kepler-758 d,Hot,Superterran,metals-rich,non-habitable,2.12,Cyg,1353,Transit,2016
Kepler-758 e,Hot,Terran,metals-rich,non-habitable,1.52,Cyg,1353,Transit,2016
Kepler-1273 b,Hot,Superterran,metals-rich,non-habitable,2.49,Lyr,1355,Transit,2016
Kepler-769 b,Hot,Neptunian,metals-rich,non-habitable,2.92,Cyg,1362,Transit,2016
Kepler-769 c,Hot,Superterran,metals-rich,non-habitable,1.79,Cyg,1362,Transit,2016
Kepler-1217 b,Hot,Superterran,metals-rich,non-habitable,1.99,Cyg,1363,Transit,2016
Kepler-881 b,Hot,Superterran,metals-rich,non-habitable,1.78,Cyg,1364,Transit,2016
Kepler-1462 b,Hot,Neptunian,metals-rich,non-habitable,3.82,Cyg,1368,Transit,2016
Kepler-1094 b,Hot,Neptunian,metals-rich,non-habitable,3.18,Cyg,1371,Transit,2016
Kepler-1250 b,Hot,Superterran,metals-rich,non-habitable,1.92,Lyr,1371,Transit,2016
Kepler-891 b,Hot,Jovian,metals-rich,non-habitable,6.41,Lyr,1372,Transit,2016
Kepler-471 b,Hot,Jovian,,non-habitable,14.95,Cyg,1373,Transit,2016
Kepler-722 b,Hot,Neptunian,no-atmosphere,non-habitable,2.63,Cyg,1375,Transit,2016
Kepler-722 c,Hot,Neptunian,metals-rich,non-habitable,2.82,Cyg,1375,Transit,2016
Kepler-1183 b,Hot,Neptunian,metals-rich,non-habitable,2.82,Cyg,1378,Transit,2016
Kepler-1640 b,Hot,Neptunian,metals-rich,non-habitable,4.82,Cyg,1379,Transit,2016
Kepler-1555 b,Hot,Superterran,metals-rich,non-habitable,1.61,Lyr,1382,Transit,2016
Kepler-664 b,Hot,Neptunian,no-atmosphere,non-habitable,2.65,Cyg,1386,Transit,2016
Kepler-890 b,Hot,Jovian,hydrogen-rich,non-habitable,8.88,Lyr,1387,Transit,2016
Kepler-1202 b,Hot,Neptunian,metals-rich,non-habitable,2.93,Cyg,1393,Transit,2016
Kepler-1307 b,Hot,Superterran,metals-rich,non-habitable,2.46,Cyg,1396,Transit,2016
Kepler-873 b,Hot,Neptunian,metals-rich,non-habitable,3.75,Cyg,1397,Transit,2016
V391 Peg b,Hot,Jovian,hydrogen-rich,non-habitable,11.59,Peg,1400,Pulsar,2007
Kepler-817 b,Hot,Jovian,metals-rich,non-habitable,9.03,Cyg,1401,Transit,2016
Kepler-1360 b,Hot,Neptunian,metals-rich,non-habitable,3.39,Cyg,1405,Transit,2016
Kepler-1478 b,Hot,Superterran,metals-rich,non-habitable,1.72,Cyg,1405,Transit,2016
Kepler-1268 b,Hot,Superterran,metals-rich,non-habitable,2.03,Lyr,1406,Transit,2016
Kepler-1292 b,Hot,Superterran,metals-rich,non-habitable,1.81,Lyr,1406,Transit,2016
Kepler-644 b,Hot,Neptunian,no-atmosphere,non-habitable,3.15,Cyg,1413,Transit,2016
Kepler-1589 b,Hot,Terran,no-atmosphere,non-habitable,1.09,Cyg,1418,Transit,2016
Kepler-1340 b,Hot,Terran,no-atmosphere,non-habitable,1.55,Cyg,1421,Transit,2016
Kepler-1033 b,Hot,Superterran,no-atmosphere,non-habitable,2.51,Lyr,1425,Transit,2016
Kepler-719 b,Hot,Jovian,metals-rich,non-habitable,8.51,Cyg,1427,Transit,2016
Kepler-1411 b,Hot,Neptunian,metals-rich,non-habitable,2.82,Lyr,1431,Transit,2016
Kepler-502 b,Hot,Neptunian,metals-rich,non-habitable,4.77,Cyg,1433,Transit,2016
Kepler-1230 b,Hot,Neptunian,metals-rich,non-habitable,2.71,Lyr,1433,Transit,2016
Kepler-1419 b,Hot,Neptunian,metals-rich,non-habitable,2.86,Cyg,1444,Transit,2016
Kepler-584 b,Hot,Neptunian,metals-rich,non-habitable,4.21,Lyr,1445,Transit,2016
Kepler-791 b,Hot,Neptunian,metals-rich,non-habitable,3.05,Cyg,1447,Transit,2016
Kepler-1283 b,Hot,Superterran,metals-rich,non-habitable,1.9,Cyg,1452,Transit,2016
Kepler-730 b,Hot,Jovian,hydrogen-rich,non-habitable,9.21,Lyr,1455,Transit,2016
Kepler-714 b,Hot,Jovian,hydrogen-rich,non-habitable,9.67,Lyr,1460,Transit,2016
Kepler-1621 b,Hot,Superterran,metals-rich,non-habitable,2.16,Cyg,1461,Transit,2016
Kepler-1057 b,Hot,Neptunian,metals-rich,non-habitable,3.36,Cyg,1462,Transit,2016
Kepler-762 b,Hot,Jovian,,non-habitable,12.67,Cyg,1465,Transit,2016
Kepler-1486 b,Hot,Superterran,metals-rich,non-habitable,2.32,Cyg,1465,Transit,2016
Kepler-1147 b,Hot,Neptunian,metals-rich,non-habitable,2.61,Cyg,1476,Transit,2016
Kepler-703 b,Hot,Jovian,metals-rich,non-habitable,8.2,Cyg,1482,Transit,2016
Kepler-812 b,Hot,Neptunian,metals-rich,non-habitable,3.55,Cyg,1482,Transit,2016
Kepler-937 b,Hot,Neptunian,metals-rich,non-habitable,3.72,Cyg,1482,Transit,2016
Kepler-937 c,Hot,Neptunian,metals-rich,non-habitable,2.67,Cyg,1482,Transit,2016
Kepler-1609 b,Hot,Superterran,metals-rich,non-habitable,2.22,Lyr,1483,Transit,2016
Kepler-1211 b,Hot,Superterran,metals-rich,non-habitable,2.54,Lyr,1486,Transit,2016
Kepler-950 b,Hot,Jovian,hydrogen-rich,non-habitable,8.97,Lyr,1489,Transit,2016
Kepler-34(AB)  b,Warm,Jovian,hydrogen-rich,non-habitable,8.55,Cyg,1499,Primary Transit,2012
